Cuenta;Demanda de clase;Razón no1;Razones que determinan cuantas clases matrículan (no.1);Razón no2;Razones que determinan cuantas clases matrículan (no.2);Razón no3;Razones que determinan cuantas clases matrículan (no.3);Hora 7-9am;Hora 9-11am;Hora 11-1pm;Hora 1-3pm;Hora 3-5pmu;Hora 5-7pm;Hora 7-9pm;Egreso diversificado;¿estudios universitarios?;Universidad matrículado;Univeresidad matrículado otro;Educación Superior;Trabajo;Definir horario;Estado civil:;Sexo:;Cuenta;Campus original;Campus original;campus actual;Marca;CódigoCarrera;NombreCarrera;FACULTAD;CARRERA AGRUPADORA;PeriodoDeIngreso;PeriodoDeIngreso;ClasesAprobadas;ClasesReprobadas;Reprobó;Rango reporbación;ClasesRetiradas;Dscto_Q1 2017;DsctoCole_Q1 2017;DsctoMat_Q1 2017;Período de Ingreso;Q1 2019;Curso mat_promedio;Curso mat_er Q
41841035;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Compromisos personales;Razón3;Capacidad de pago;No;No;No;No;No;Sí;No;2018;No;;;;Sí;Mixto o turnos no definidos;Soltero;Masculino;41841035;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M4;Q3 2018;7;0;0;no;1;No;No;No;4;3;Bajo;Bajo
31821192;Regular;Razón1;Compromisos personales;Razón2;;Razón3;;Sí;No;No;No;No;No;No;2018;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;No;Diurno (6:00am- 6:00pm);Soltero;Masculino;31821192;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M2;Q2 2018;12;2;2 a 3;si;0;No;No;No;3;5;#N/A;Subio
31751205;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;Sí;No;No;No;No;No;No;2009;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Ya tiene otro título de educación superior;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;31751205;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2017-M5;Q4 2017;21;6;6 a 7;si;0;No;No;No;4;3;Bajo;Bajo
31721485;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;No;No;No;No;No;Sí;Sí;2016;No;;;;No;Matutino (6:00am- 12:00m);Unión libre;Masculino;31721485;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2017-M2;Q2 2017;19;2;2 a 3;si;1;No;No;No;2;3;#N/A;Subio
61851073;Muy alto;Razón1;Capacidad de pago;Razón2;No había disponibilidad de cupos;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;No;No;Sí;2010;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61851073;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M5;Q4 2018;3;0;0;no;0;No;No;No;3;2;Bajo;Bajo
41721014;Alto;Razón1;Capacidad de pago;Razón2;;Razón3;;No;No;No;No;No;Sí;No;2016;No;;;;Sí;Vespertino (12:00m-6:00pm);Casado;Femenino;41721014;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2017-M2;Q2 2017;9;0;0;no;0;No;No;No;3;2;Bajo;Bajo
31711541;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Sí;Sí;No;No;No;Sí;Sí;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31711541;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-15;LICENCIATURA EN CONTADURÍA PÚBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2017-M1;Q1 2017;28;0;0;no;0;No;No;No;4;5;#N/A;Subio
61811658;Alto;Razón1;La carga laboral que tiene ese periodo;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Compromisos personales;No;No;No;No;No;Sí;Sí;2018;No;;;;Sí;Nocturno (6:00pm-6:00am);Soltero;Masculino;61811658;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;6;3;2 a 3;si;0;No;No;No;3;2;Bajo;Bajo
61711315;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;No;No;No;No;No;No;Sí;2016;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61711315;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2017-M1;Q1 2017;13;2;2 a 3;si;1;No;No;No;3;2;Bajo;Bajo
617111250;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;No;No;No;No;No;Sí;Sí;2016;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;617111250;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;25;3;2 a 3;si;1;No;No;No;4;2;Bajo;Bajo
61711854;Alto;Razón1;Compromisos personales;Razón2;;Razón3;;No;No;No;No;No;Sí;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;61711854;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2017-M1;Q1 2017;1;4;4 a 5;si;0;No;No;No;3;2;Bajo;Bajo
31751363;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;No había disponibilidad de cupos;Sí;Sí;Sí;No;No;No;No;2017;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Mixto o turnos no definidos;Casado;Femenino;31751363;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2017-M5;Q4 2017;19;1;1;si;1;No;No;No;4;4;#N/A;Igual
61811241;Alto;Razón1;La carga laboral que tiene ese periodo;Razón2;Capacidad de pago;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;No;No;No;No;No;Sí;2011;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61811241;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6 ;LICENCIATURA EN MERCADOTECNIA;FCAS;Mercadotecnia;2018-M1;Q1 2018;16;1;1;si;0;No;No;No;3;2;Bajo;Bajo
31751089;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;No había disponibilidad de cupos;Razón3;La carga laboral que tiene ese periodo;No;Sí;Sí;Sí;No;No;No;2015;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;No;Mixto o turnos no definidos;Soltero;Femenino;31751089;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-9 ;INGENIERIA EN GESTIÓN LOGÍSTICA;FIA;Gestión Logística;2017-M5;Q4 2017;22;0;0;no;1;No;No;No;4;3;Bajo;Bajo
31721366;Alto;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;No;No;No;No;Sí;No;2014;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;31721366;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2017-M2;Q2 2017;25;2;2 a 3;si;1;No;No;No;3;3;#N/A;Igual
31811066;Alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;La carga laboral que tiene ese periodo;No;No;No;No;No;No;Sí;2010;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Unión libre;Masculino;31811066;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;10;4;4 a 5;si;0;No;No;No;2;2;#N/A;Igual
31741626;Alto;Razón1;Compromisos personales;Razón2;;Razón3;;Sí;No;No;No;No;No;No;2103;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31741626;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2017-M4;Q3 2017;1;5;4 a 5;si;1;No;No;No;3;4;#N/A;Subio
61721068;Alto;Razón1;No había disponibilidad de cupos;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;No;Sí;No;No;No;Sí;Sí;2016;No;;;;No;Mixto o turnos no definidos;Soltero;Masculino;61721068;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M2;Q2 2017;20;5;4 a 5;si;0;No;No;No;4;2;Bajo;Bajo
618111395;Regular;Razón1;Capacidad de pago;Razón2;La carga laboral que tiene ese periodo;Razón3;Compromisos personales;No;No;No;No;No;No;Sí;2018;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;618111395;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M1;Q1 2018;7;1;1;si;0;No;No;No;2;1;Bajo;Bajo
61841422;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;;Razón3;;No;No;Sí;No;No;No;No;2018;Sí;Universidad Católica de Honduras UNICAH;;Esta es la primera carrera de educación superior que está sacanda;Sí;Nocturno (6:00pm-6:00am);Unión libre;Masculino;61841422;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2018-M4;Q3 2018;5;0;0;no;1;No;No;No;3;4;#N/A;Subio
41751089;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;No había disponibilidad de cupos;Razón3;Capacidad de pago;No;No;No;No;No;Sí;No;2016;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;41751089;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L14B;PSICOLOGIA (ÉNFASIS: ÁREA EDUCATIVA);FCAS;Psicología;2017-M5;Q4 2017;15;2;2 a 3;si;0;No;No;No;4;2;Bajo;Bajo
61721371;Regular;Razón1;La carga laboral que tiene ese periodo;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;Capacidad de pago;No;No;No;No;Sí;Sí;Sí;2017;No;;;;Sí;Mixto o turnos no definidos;Soltero;Femenino;61721371;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2017-M2;Q2 2017;6;1;1;si;0;No;No;No;3;2;Bajo;Bajo
31751025;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La carga laboral que tiene ese periodo;Razón3;Capacidad de pago;No;Sí;Sí;Sí;Sí;No;No;2015;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;31751025;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-7 ;INGENIERÍA EN ELECTRÓNICA;FIA;Electrónica;2017-M5;Q4 2017;26;0;0;no;1;No;No;No;3;3;#N/A;Igual
317111061;Muy alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;Compromisos personales;Sí;Sí;Sí;Sí;Sí;No;No;2012;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Soltero;Masculino;317111061;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-7 ;INGENIERÍA EN ELECTRÓNICA;FIA;Electrónica;2017-M1;Q1 2017;15;5;4 a 5;si;1;No;No;No;3;2;Bajo;Bajo
61811966;Regular;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Compromisos personales;No;No;No;No;Sí;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;61811966;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2018-M1;Q1 2018;4;1;1;si;1;No;No;No;3;2;Bajo;Bajo
31811913;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;No había disponibilidad de cupos;No;No;No;No;No;Sí;Sí;2010;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;31811913;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-7 ;INGENIERÍA EN ELECTRÓNICA;FIA;Electrónica;2018-M1;Q1 2018;21;1;1;si;1;No;No;No;3;3;#N/A;Igual
31811241;Regular;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;Disponibilidad de clases en horarios a su conveniencia;No;Sí;No;No;No;No;No;2017;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31811241;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;7;8;8 a 9;si;0;No;No;No;4;2;Bajo;Bajo
31811338;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;No;Sí;No;No;No;No;No;2017;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;31811338;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;14;1;1;si;0;No;No;No;4;4;#N/A;Igual
31811408;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;Compromisos personales;Sí;Sí;No;No;No;No;No;2017;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Femenino;31811408;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2018-M1;Q1 2018;12;1;1;si;0;No;No;No;4;3;Bajo;Bajo
31811451;Regular;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;Sí;Sí;Sí;No;No;No;Sí;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31811451;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;16;0;0;no;0;No;No;No;4;4;#N/A;Igual
618111436;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;;Sí;No;No;No;No;No;No;2017;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;618111436;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-6A;LICENCIATURA EN MERCADOTECNIA (ORIENT. PROMOCION Y PUBLICIDAD);FCAS;Mercadotecnia;2018-M1;Q1 2018;8;0;0;no;1;No;No;No;3;2;Bajo;Bajo
61751151;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;Sí;Sí;No;No;No;No;No;2017;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Femenino;61751151;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2017-M5;Q4 2017;10;0;0;no;0;No;No;No;3;2;Bajo;Bajo
31711201;Alto;Razón1;Capacidad de pago;Razón2;;Razón3;;Sí;Sí;Sí;No;No;No;No;2016;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;31711201;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2017-M1;Q1 2017;16;3;2 a 3;si;1;No;No;No;4;2;Bajo;Bajo
31711921;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;Compromisos personales;Sí;Sí;No;No;No;No;No;2016;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;31711921;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-15;LICENCIATURA EN CONTADURÍA PÚBLICA Y FINANZAS;FCAS;Contaduría Pública y Finanzas;2017-M1;Q1 2017;21;5;4 a 5;si;1;Si;SI;NO;3;2;Bajo;Bajo
61811824;Regular;Razón1;No había disponibilidad de cupos;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;;No;Sí;No;No;No;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;61811824;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;16;1;1;si;0;No;No;No;4;3;Bajo;Bajo
31821218;Muy alto;Razón1;Capacidad de pago;Razón2;;Razón3;;Sí;Sí;No;No;No;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;31821218;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2018-M2;Q2 2018;6;4;4 a 5;si;0;No;No;No;4;1;Bajo;Bajo
31711673;Alto;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;No había disponibilidad de cupos;Razón3;Capacidad de pago;Sí;No;No;No;No;No;No;2016;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31711673;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2017-M1;Q1 2017;14;7;6 a 7;si;1;No;No;No;3;4;#N/A;Subio
31821132;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;Sí;Sí;Sí;Sí;No;No;No;2014;No;;;;Sí;Mixto o turnos no definidos;Soltero;Femenino;31821132;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2018-M2;Q2 2018;18;0;0;no;1;No;No;No;3;2;Bajo;Bajo
41711124;Muy alto;Razón1;No había disponibilidad de cupos;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;Capacidad de pago;No;No;No;No;No;Sí;No;2016;No;;;;Sí;Nocturno (6:00pm-6:00am);Soltero;Femenino;41711124;4;CEUTEC - LCE;CEUTEC - LCE;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS;FCAS;Administración de Empresas;2017-M1;Q1 2017;16;1;1;si;0;No;No;No;3;2;Bajo;Bajo
31851041;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;La carga laboral que tiene ese periodo;Sí;No;No;No;No;No;No;2007;Sí;Universidad Católica de Honduras UNICAH;;Ya tiene otro título de educación superior;Sí;Vespertino (12:00m-6:00pm);Soltero;Femenino;31851041;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L10A;LICENCIATURA EN DERECHO (EMPRESARIAL);FCAS;Derecho;2018-M5;Q4 2018;22;0;0;no;0;No;No;No;4;4;#N/A;Igual
31821296;Alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;No había disponibilidad de cupos;Razón3;La carga laboral que tiene ese periodo;No;No;No;No;No;No;Sí;2003;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Masculino;31821296;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M2;Q2 2018;16;1;1;si;0;No;No;No;2;2;#N/A;Igual
61751360;Regular;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;;Sí;No;No;No;No;No;No;2012;No;;;;Sí;Matutino (6:00am- 12:00m);Soltero;Femenino;61751360;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L14C;PSICOLOGÍA (ÉNFASIS: ÁREA INDUSTRIAL);FCAS;Psicología;2017-M5;Q4 2017;7;1;1;si;0;No;No;No;2;1;Bajo;Bajo
31811906;Regular;Razón1;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;;Sí;No;No;No;No;No;No;2018;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;31811906;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;12;0;0;no;1;No;No;No;4;3;Bajo;Bajo
31811348;Alto;Razón1;Capacidad de pago;Razón2;No había disponibilidad de cupos;Razón3;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;No;No;No;No;Sí;No;No;2017;No;;;;Sí;Vespertino (12:00m-6:00pm);Soltero;Femenino;31811348;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M1;Q1 2018;12;0;0;no;0;No;No;No;3;3;#N/A;Igual
31841113;Muy alto;Razón1;Compromisos personales;Razón2;;Razón3;;Sí;Sí;No;No;No;No;No;2015;No;;;;No;Nocturno (6:00pm-6:00am);Unión libre;Masculino;31841113;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2018-M4;Q3 2018;1;7;6 a 7;si;0;No;No;No;4;4;#N/A;Igual
61841507;Muy alto;Razón1;Compromisos personales;Razón2;;Razón3;;No;No;No;No;No;No;Sí;2018;No;;;;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61841507;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2018-M4;Q3 2018;5;1;1;si;0;No;No;No;3;2;Bajo;Bajo
61851411;Alto;Razón1;Capacidad de pago;Razón2;Disponibilidad de clases en horarios a su conveniencia;Razón3;La carga laboral que tiene ese periodo;No;No;No;No;No;Sí;Sí;2015;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Diurno (6:00am- 6:00pm);Soltero;Femenino;61851411;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-18;LICENCIATURA EN RECURSOS HUMANOS;FCAS;Recursos Humanos;2018-M5;Q4 2018;2;0;0;no;0;No;No;No;1;3;#N/A;Subio
31821587;Muy alto;Razón1;Capacidad de pago;Razón2;La demanda académica es demasiado alta para el tiempo que tiene disponible para estudiar;Razón3;La carga laboral que tiene ese periodo;No;Sí;Sí;No;No;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31821587;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M2;Q2 2018;2;3;2 a 3;si;1;No;No;No;3;4;#N/A;Subio
31711508;Muy alto;Razón1;Disponibilidad de clases en horarios a su conveniencia;Razón2;Capacidad de pago;Razón3;La carga laboral que tiene ese periodo;Sí;No;No;No;No;No;No;2016;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;31711508;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L14A;PSICOLOGÍA (ÉNFASIS: ÁREA CLÍNICA);FCAS;Psicología;2017-M1;Q1 2017;10;3;2 a 3;si;0;No;No;No;3;2;Igual;Bajo
31841449;Regular;Razón1;Capacidad de pago;Razón2;;Razón3;;Sí;Sí;No;No;No;No;No;2018;No;;;;No;Vespertino (12:00m-6:00pm);Soltero;Masculino;31841449;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;I-6 ;INGENIERÍA EN INFORMÁTICA;FIA;Informática;2018-M4;Q3 2018;3;0;0;no;0;No;No;No;3;2;Bajo;Bajo
61811701;Regular;Razón1;Compromisos personales;Razón2;Capacidad de pago;Razón3;No había disponibilidad de cupos;Sí;Sí;No;No;No;No;No;20180106;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Femenino;61811701;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L14B;PSICOLOGIA (ÉNFASIS: ÁREA EDUCATIVA);FCAS;Psicología;2018-M1;Q1 2018;5;6;6 a 7;si;1;No;No;No;3;2;Bajo;Bajo
31741155;Alto;Razón1;Capacidad de pago;Razón2;No había disponibilidad de cupos;Razón3;Disponibilidad de clases en horarios a su conveniencia;Sí;Sí;Sí;No;No;No;No;2014;Sí;Universidad Nacional Autónoma de Honduras UNAH y centros regionales;;Esta es la primera carrera de educación superior que está sacanda;Sí;Mixto o turnos no definidos;Soltero;Masculino;31741155;3;CEUTEC - TGU;CEUTEC - TGU;CEUTEC;L-12;LICENCIATURA EN DISEÑO GRÁFICO;FCAS;Diseño Gráfico;2017-M4;Q3 2017;14;2;2 a 3;si;0;No;No;No;4;2;Bajo;Bajo
61811717;Regular;Razón1;Capacidad de pago;Razón2;Compromisos personales;Razón3;;Sí;No;No;No;No;No;No;2018;No;;;;No;Matutino (6:00am- 12:00m);Soltero;Masculino;61811717;6;CEUTEC - SPS;CEUTEC - SPS;CEUTEC;L-16;LICENCIATURA EN ADMINISTRACION DE EMPRESAS;FCAS;Administración de Empresas;2018-M1;Q1 2018;10;4;4 a 5;si;0;No;No;No;4;2;Bajo;Bajo
